,District,Sector,Cellule,Village,Vill_Code,,NEP results,,,,,,,,,,,
Iburengerazuba,Rubavu,Gisenyi,Mbugangari,Inkurunziza,33040409,9,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Gisenyi,Mbugangari,Rebero,33040413,13,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Gisenyi,Mbugangari,Uburezi,33040415,15,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Gisenyi,Mbugangari,Ubwiyunge,33040416,16,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Gisenyi,Mbugangari,Umutekano,33040418,18,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Gisenyi,Nengo,Gacuba,33040501,1,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Gisenyi,Nengo,Gikarani,33040502,2,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Gisenyi,Nengo,Kivu,33040503,3,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Gisenyi,Nengo,Nyabagobe,33040504,4,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Gisenyi,Nengo,Nyaburanga,33040505,5,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Gisenyi,Nengo,Ubucuruzi,33040506,6,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Gisenyi,Nengo,Urubyiruko,33040507,7,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Gisenyi,Rubavu,Gahojo,33040601,1,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Gisenyi,Rubavu,Kamayugi,33040602,2,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Gisenyi,Rubavu,Rubavu,33040605,5,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Gisenyi,Umuganda,Bonde,33040701,1,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Gisenyi,Umuganda,Dukore,33040702,2,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Gisenyi,Umuganda,Kabuga,33040704,4,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Gisenyi,Umuganda,Majengo,33040705,5,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Gisenyi,Umuganda,Muhato,33040706,6,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Gisenyi,Umuganda,Umucyo,33040707,7,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Gisenyi,Umuganda,Umuganda,33040708,8,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Gisenyi,Umuganda,Umunyinya,33040709,9,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Kanama,Kamuhoza,Bambiro,33050101,1,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Kanama,Kamuhoza,Kagarama,33050102,2,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Kanama,Kamuhoza,Nyanshundur,33050104,4,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Kanama,Kamuhoza,Rukoro,33050105,5,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Kanama,Kamuhoza,Rwankomo,33050106,6,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Kanama,Karambo,Ndongoshori,33050204,4,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Kanama,Mahoko,Bikuka,33050301,1,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Kanama,Mahoko,Kabeza,33050302,2,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Kanama,Mahoko,Kabindi,33050303,3,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Kanama,Mahoko,Kanama,33050304,4,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Kanama,Mahoko,Kara,33050305,5,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Kanama,Mahoko,Mahoko,33050306,6,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Kanama,Mahoko,Nyagasozi,33050307,7,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Kanama,Mahoko,Nyamirambo,33050308,8,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Kanama,Mahoko,Nyamugari,33050309,9,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Kanama,Mahoko,Nyamuremur,33050310,10,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Kanama,Mahoko,Rubare,33050311,11,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Kanama,Mahoko,Shusho,33050312,12,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Kanama,Musabike,Kabingo,33050401,1,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Kanama,Musabike,Kagano,33050402,2,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Kanama,Musabike,Nteranya,33050404,4,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Kanama,Musabike,Nyakibande,33050405,5,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Kanama,Nkomane,Gatsina,33050502,2,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Kanama,Nkomane,Nyabishongo,33050504,4,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Kanama,Nkomane,Rwanzuki,33050505,5,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Kanama,Rusongati,Gihurizo,33050602,2,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Kanama,Rusongati,Kabere,33050603,3,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Kanama,Rusongati,Muvebwa,33050606,6,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Kanama,Yungwe,Gikomero,33050702,2,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Kanama,Yungwe,Rugege,33050703,3,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Kanama,Yungwe,Yungwe,33050706,6,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Kanzenze,Kanyirabigogo,Kabana,33060102,2,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Kanzenze,Kirerema,Kirerema,33060202,2,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Kanzenze,Kirerema,Rushasho,33060203,3,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Kanzenze,Nyamikongi,Cyivugiza,33060401,1,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Kanzenze,Nyamikongi,Kabari,33060402,2,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Kanzenze,Nyamikongi,Nyamikongi,33060403,3,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Kanzenze,Nyamikongi,Rwamikungu,33060404,4,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Kanzenze,Nyamirango,Mizingo,33060503,3,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Kanzenze,Nyaruteme,Kabere,33060601,1,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Mudende,Bihungwe,Bivumu,33070102,2,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Mudende,Bihungwe,Bunyove,33070103,3,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Mudende,Bihungwe,Mwirima,33070104,4,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Mudende,Bihungwe,Rukeri,33070105,5,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Mudende,Kanyundo,Gahanika,33070201,1,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Mudende,Kanyundo,Mugongo,33070202,2,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Mudende,Kanyundo,Murambi,33070203,3,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Mudende,Kanyundo,Nyamirama,33070205,5,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Mudende,Micinyiro,Gasiza,33070301,1,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Mudende,Micinyiro,Kanyamitura,33070303,3,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Mudende,Micinyiro,Tetero,33070306,6,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Mudende,Mirindi,Gasumba,33070401,1,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Mudende,Mirindi,Mirindi,33070403,3,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Mudende,Mirindi,Tamira,33070404,4,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Mudende,Ndoranyi,Gikuyu,33070502,2,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Mudende,Ndoranyi,Nyabishongo,33070506,6,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Mudende,Rungu,Bihe,33070601,1,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Mudende,Rungu,Gahenerezo,33070602,2,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Mudende,Rungu,Rungu,33070604,4,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Mudende,Rwanyakayag,Kabunoni,33070701,1,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Mudende,Rwanyakayag,Muyange,33070702,2,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Mudende,Rwanyakayag,Nangurubibi,33070703,3,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Mudende,Rwanyakayag,Nyamugari,33070704,4,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyakiriba,Bisizi,Bweza,33080101,1,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyakiriba,Bisizi,Gisangani,33080102,2,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyakiriba,Bisizi,Kamakinga,33080103,3,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyakiriba,Bisizi,Mwumba,33080106,6,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyakiriba,Gikombe,Kitarimwa,33080201,1,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyakiriba,Gikombe,Nyabibuye,33080202,2,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyakiriba,Gikombe,Nyakibande,33080204,4,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyakiriba,Gikombe,Rugerero,33080205,5,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyakiriba,Gikombe,Rushubi,33080206,6,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyakiriba,Kanyefurwe,Kiyovu,33080302,2,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyakiriba,Kanyefurwe,Muhira,33080303,3,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyakiriba,Kanyefurwe,Nyakabungo,33080304,4,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyakiriba,Kanyefurwe,Rebero,33080305,5,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyakiriba,Kanyefurwe,Rukoro,33080306,6,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyakiriba,Nyarushyamb,Bazirete,33080401,1,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyakiriba,Nyarushyamb,Kivumu,33080402,2,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyakiriba,Nyarushyamb,Makoro,33080403,3,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyakiriba,Nyarushyamb,Nyonirima,33080404,4,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyakiriba,Nyarushyamb,Ruhangiro,33080405,5,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyamyumba,Burushya,Kaberamo,33090101,1,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyamyumba,Burushya,Kabuyekera,33090102,2,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyamyumba,Burushya,Karuvugiro,33090103,3,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyamyumba,Burushya,Muhingo,33090104,4,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyamyumba,Burushya,Mutembe,33090105,5,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyamyumba,Burushya,Nganzo,33090106,6,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyamyumba,Burushya,Wintwari,33090107,7,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyamyumba,Busoro,Bujenje,33090203,3,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyamyumba,Busoro,Bushagi,33090204,4,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyamyumba,Busoro,Kabushongo,33090207,7,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyamyumba,Busoro,Kanajana,33090208,8,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyamyumba,Busoro,Kiguri,33090209,9,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyamyumba,Kinigi,Burevu,33090301,1,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyamyumba,Kinigi,Byima,33090302,2,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyamyumba,Kinigi,Karambi,33090304,4,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyamyumba,Kinigi,Nyabisusa,33090305,5,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyamyumba,Kinigi,Nyamiko,33090306,6,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyamyumba,Kinigi,Pfunda,33090307,7,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyamyumba,Kiraga,Buhogo,33090401,1,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyamyumba,Kiraga,Kigufi,33090403,3,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyamyumba,Kiraga,Mukondo,33090404,4,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyamyumba,Kiraga,Rambo,33090406,6,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyamyumba,Munanira,Kabakora,33090504,4,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyamyumba,Munanira,Nyamirambo,33090505,5,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyamyumba,Munanira,Rebero,33090506,6,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyamyumba,Munanira,Shusho,33090508,8,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyamyumba,Rubona,Bugasha,33090601,1,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyamyumba,Rubona,Buharara,33090602,2,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyamyumba,Rubona,Bunyago,33090603,3,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyamyumba,Rubona,Burima,33090604,4,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyamyumba,Rubona,Butotori,33090605,5,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyamyumba,Rubona,Kabiza,33090606,6,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyamyumba,Rubona,Kabuyekera,33090607,7,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyamyumba,Rubona,Remera,33090608,8,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyamyumba,Rubona,Rushagara,33090610,10,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyundo,Bahimba,Buhozi,33100102,2,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyundo,Bahimba,Gatuntu,33100103,3,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyundo,Bahimba,Kagera,33100104,4,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyundo,Bahimba,Ngege,33100106,6,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyundo,Bahimba,Rurembo,33100107,7,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyundo,Gatovu,Budaha,33100201,1,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyundo,Gatovu,Busheru,33100202,2,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyundo,Gatovu,Cyima,33100203,3,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyundo,Gatovu,Kanyahene,33100204,4,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyundo,Kavomo,Burambo,33100302,2,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyundo,Kavomo,Gitwa,33100303,3,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyundo,Kavomo,Kinihira,33100305,5,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyundo,Kavomo,Kinyendaro,33100306,6,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyundo,Kavomo,Shonyi,33100307,7,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyundo,Kigarama,Busesa,33100401,1,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyundo,Kigarama,Kazabe,33100402,2,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyundo,Kigarama,Mwali,33100403,3,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyundo,Kigarama,Ndamiye,33100404,4,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyundo,Kigarama,Rukore,33100405,5,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyundo,Mukondo,Buroha,33100501,1,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyundo,Mukondo,Kabitongo,33100505,5,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyundo,Mukondo,Kanyamisuku,33100506,6,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyundo,Mukondo,Nkora,33100508,8,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyundo,Mukondo,Remera,33100509,9,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyundo,Mukondo,Tanda,33100510,10,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyundo,Nyundo,Huye,33100603,3,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyundo,Nyundo,Kayanza,33100604,4,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyundo,Nyundo,Nyakagezi,33100608,8,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyundo,Terimbere,Gahama,33100701,1,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyundo,Terimbere,Hanika,33100702,2,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyundo,Terimbere,Kanyamatem,33100703,3,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyundo,Terimbere,Keya,33100704,4,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyundo,Terimbere,Nombe,33100705,5,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyundo,Terimbere,Ruhango,33100707,7,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Nyundo,Terimbere,Terimbere,33100708,8,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rubavu,Buhaza,Gabiro,33110102,2,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rubavu,Buhaza,Murambi,33110103,3,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rubavu,Burinda,Akasengore,33110201,1,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rubavu,Burinda,Gasenyi,33110203,3,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rubavu,Burinda,Nyabantu,33110204,4,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rubavu,Burinda,Nyamwinshi,33110205,5,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rubavu,Burinda,Rwezamenyo,33110206,6,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rubavu,Byahi,Buhuru,33110301,1,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rubavu,Byahi,Isangano,33110302,2,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rubavu,Byahi,Mikingo,33110303,3,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rubavu,Byahi,Ngugo,33110304,4,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rubavu,Byahi,Rurembo,33110305,5,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rubavu,Gikombe,Bambiro,33110401,1,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rubavu,Gikombe,Bushengo I,33110402,2,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rubavu,Gikombe,Gafuku,33110403,3,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rubavu,Gikombe,Mubuga,33110404,4,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rubavu,Gikombe,Rebero,33110405,5,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rubavu,Murambi,Buzuta,33110502,2,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rubavu,Murambi,Bwiru,33110503,3,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rubavu,Murambi,Ruvumbu,33110505,5,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rubavu,Murambi,Rwangara,33110506,6,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rubavu,Murara,Bugesera,33110601,1,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rubavu,Murara,Kabere,33110604,4,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rubavu,Rukoko,Bisizi,33110701,1,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rubavu,Rukoko,Isangano,33110702,2,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rubavu,Rukoko,Kitarimwa,33110704,4,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rubavu,Rukoko,Rutagara,33110705,5,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rugerero,Basa,Buranga,33120101,1,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rugerero,Basa,Gahinga,33120102,2,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rugerero,Basa,Kanyukiro,33120104,4,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rugerero,Basa,Nyaruhengeri,33120106,6,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rugerero,Basa,Tagaza,33120107,7,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rugerero,Gisa,Gatangare,33120201,1,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rugerero,Gisa,Gihira,33120202,2,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rugerero,Gisa,Gisa,33120203,3,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rugerero,Gisa,Kabashanja,33120204,4,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rugerero,Gisa,Kaniga,33120205,5,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rugerero,Gisa,Ndobogo,33120206,6,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rugerero,Gisa,Rusongati,33120207,7,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rugerero,Gisa,Shwemu,33120208,8,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rugerero,Kabilizi,Amahoro,33120301,1,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rugerero,Kabilizi,Gakoro,33120302,2,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rugerero,Kabilizi,Nkama,33120303,3,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rugerero,Kabilizi,Nyamyiri,33120304,4,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rugerero,Kabilizi,Ruhangiro,33120305,5,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rugerero,Muhira,Gatebe I,33120401,1,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rugerero,Muhira,Gatebe Ii,33120402,2,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rugerero,Muhira,Gitebe I,33120403,3,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rugerero,Muhira,Kasonga,33120405,5,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rugerero,Muhira,Kizi,33120406,6,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rugerero,Muhira,Rusamaza,33120407,7,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rugerero,Rugerero,Kabarora,33120501,1,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rugerero,Rugerero,Kibaya,33120502,2,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rugerero,Rugerero,Nyantomvu,33120503,3,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rugerero,Rugerero,Nyarurembo,33120504,4,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rugerero,Rugerero,Rukingo,33120505,5,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rugerero,Rugerero,Ruranga,33120506,6,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rugerero,Rushubi,Busheke,33120601,1,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rugerero,Rushubi,Butangi,33120602,2,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rugerero,Rushubi,Butumba,33120603,3,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rugerero,Rushubi,Kabashara,33120604,4,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rugerero,Rushubi,Kazika,33120605,5,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rugerero,Rushubi,Kimina,33120606,6,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rugerero,Rwaza,Byima,33120701,1,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rugerero,Rwaza,Cyanika,33120702,2,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rugerero,Rwaza,Gashovu,33120703,3,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rugerero,Rwaza,Gateko,33120704,4,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rugerero,Rwaza,Kiroji,33120705,5,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rugerero,Rwaza,Mushoko,33120706,6,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rugerero,Rwaza,Rebero,33120707,7,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rugerero,Rwaza,Rohero,33120708,8,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rugerero,Rwaza,Rucyamo,33120709,9,GE,,,,,,,,,,,
Iburengerazuba,Rubavu,Rugerero,Rwaza,Rwaza,33120710,10,GE,,,,,,,,,,,
Iburengerazuba,Nyabihu,Bigogwe,Arusha,Arusha,34010101,1,GE,,,,,,,,,,,
Iburengerazuba,Nyabihu,Bigogwe,Arusha,Bukinanyana,34010102,2,GE,,,,,,,,,,,
Iburengerazuba,Nyabihu,Bigogwe,Arusha,Busasamana,34010103,3,GE,,,,,,,,,,,
Iburengerazuba,Nyabihu,Bigogwe,Arusha,Ngamba,34010104,4,GE,,,,,,,,,,,
Iburengerazuba,Nyabihu,Bigogwe,Arusha,Ngandu,34010105,5,GE,,,,,,,,,,,
Iburengerazuba,Nyabihu,Bigogwe,Arusha,Nyabishungu,34010106,6,GE,,,,,,,,,,,
Iburengerazuba,Nyabihu,Bigogwe,Arusha,Nyagihinga,34010107,7,GE,,,,,,,,,,,
Iburengerazuba,Nyabihu,Bigogwe,Basumba,Gasizi,34010202,2,GE,,,,,,,,,,,
Iburengerazuba,Nyabihu,Bigogwe,Basumba,Giticyinyoni,34010203,3,GE,,,,,,,,,,,
Iburengerazuba,Nyabihu,Bigogwe,Basumba,Ngando,34010204,4,GE,,,,,,,,,,,
Iburengerazuba,Nyabihu,Bigogwe,Basumba,Vuga,34010206,6,GE,,,,,,,,,,,
Iburengerazuba,Nyabihu,Bigogwe,Kijote,Kazuba,34010307,7,GE,,,,,,,,,,,
